cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
19,Nuevo León,0,Estatal,1001000001,Superficie continental,2020,64156.20577387,Kilómetros cuadrados
19,Nuevo León,0,Estatal,1002000001,Población total,1910,365150,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1921,336412,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1930,417491,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1940,541147,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1950,740191,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1960,1078848,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1970,1694689,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1980,2513044,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1990,3098736,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,1995,3550114,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,2000,3834141,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,2005,4199292,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,2010,4653458,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,2015,5131938,Personas
19,Nuevo León,0,Estatal,1002000001,Población total,2020,5784442,Personas
19,Nuevo León,0,Estatal,1002000002,Población total hombres,1995,1773793,Personas
19,Nuevo León,0,Estatal,1002000002,Población total hombres,2000,1907939,Personas
19,Nuevo León,0,Estatal,1002000002,Población total hombres,2005,2090673,Personas
19,Nuevo León,0,Estatal,1002000002,Población total hombres,2010,2320185,Personas
19,Nuevo León,0,Estatal,1002000002,Población total hombres,2020,2890950,Personas
19,Nuevo León,0,Estatal,1002000003,Población total mujeres,1995,1776321,Personas
19,Nuevo León,0,Estatal,1002000003,Población total mujeres,2000,1926202,Personas
19,Nuevo León,0,Estatal,1002000003,Población total mujeres,2005,2108619,Personas
19,Nuevo León,0,Estatal,1002000003,Población total mujeres,2010,2333273,Personas
19,Nuevo León,0,Estatal,1002000003,Población total mujeres,2020,2893492,Personas
19,Nuevo León,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,1995,32.1,No especificada
19,Nuevo León,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2000,29.9,No especificada
19,Nuevo León,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2005,27.2,No especificada
19,Nuevo León,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2010,26,No especificada
19,Nuevo León,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2015,25.4731317721404,No especificada
19,Nuevo León,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2020,25.390084820275,No especificada
19,Nuevo León,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,1995,32.2,No especificada
19,Nuevo León,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2000,30,No especificada
19,Nuevo León,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2005,27.3,No especificada
19,Nuevo León,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2010,26.3,No especificada
19,Nuevo León,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2015,12.8527099500264,No especificada
19,Nuevo León,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2020,25.825071714816,No especificada
19,Nuevo León,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,1995,32.1,No especificada
19,Nuevo León,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2000,29.8,No especificada
19,Nuevo León,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2005,27,No especificada
19,Nuevo León,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2010,25.7,No especificada
19,Nuevo León,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2015,12.620421822114,No especificada
19,Nuevo León,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,24.9554761478001,No especificada
19,Nuevo León,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,6.5,No especificada
19,Nuevo León,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,7.3,No especificada
19,Nuevo León,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,8.1,No especificada
19,Nuevo León,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,8.9,No especificada
19,Nuevo León,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,9.85366941797487,No especificada
19,Nuevo León,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,11.3426090515425,No especificada
19,Nuevo León,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,6.2,No especificada
19,Nuevo León,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,6.8,No especificada
19,Nuevo León,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,7.7,No especificada
19,Nuevo León,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,8.3,No especificada
19,Nuevo León,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,4.60087539730411,No especificada
19,Nuevo León,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,10.5189942333203,No especificada
19,Nuevo León,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,6.9,No especificada
19,Nuevo León,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,7.7,No especificada
19,Nuevo León,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,8.6,No especificada
19,Nuevo León,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,9.4,No especificada
19,Nuevo León,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.25279402067075,No especificada
19,Nuevo León,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,12.1655077348601,No especificada
19,Nuevo León,0,Estatal,1002000010,Edad mediana,1995,22,Años
19,Nuevo León,0,Estatal,1002000010,Edad mediana,2000,24,Años
19,Nuevo León,0,Estatal,1002000010,Edad mediana,2005,26,Años
19,Nuevo León,0,Estatal,1002000010,Edad mediana,2010,27,Años
19,Nuevo León,0,Estatal,1002000010,Edad mediana,2015,27.968982,Años
19,Nuevo León,0,Estatal,1002000010,Edad mediana,2020,30,Años
19,Nuevo León,0,Estatal,1002000011,Edad mediana hombres,1995,22,Años
19,Nuevo León,0,Estatal,1002000011,Edad mediana hombres,2000,24,Años
19,Nuevo León,0,Estatal,1002000011,Edad mediana hombres,2005,26,Años
19,Nuevo León,0,Estatal,1002000011,Edad mediana hombres,2010,27,Años
19,Nuevo León,0,Estatal,1002000011,Edad mediana hombres,2020,29,Años
19,Nuevo León,0,Estatal,1002000012,Edad mediana mujeres,1995,23,Años
19,Nuevo León,0,Estatal,1002000012,Edad mediana mujeres,2000,25,Años
19,Nuevo León,0,Estatal,1002000012,Edad mediana mujeres,2005,27,Años
19,Nuevo León,0,Estatal,1002000012,Edad mediana mujeres,2010,28,Años
19,Nuevo León,0,Estatal,1002000012,Edad mediana mujeres,2020,30,Años
19,Nuevo León,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
19,Nuevo León,0,Estatal,1002000014,Población en hogares censales,2000,3781698,Personas
19,Nuevo León,0,Estatal,1002000014,Población en hogares censales,2005,4112535,Personas
19,Nuevo León,0,Estatal,1002000014,Población en hogares censales,2010,4583360,Personas
19,Nuevo León,0,Estatal,1002000014,Población en hogares censales,2015,5119504,Personas
19,Nuevo León,0,Estatal,1002000014,Población en hogares censales,2020,5768759,Personas
19,Nuevo León,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
19,Nuevo León,0,Estatal,1002000015,Población en hogares familiares,2000,3713566,Personas
19,Nuevo León,0,Estatal,1002000015,Población en hogares familiares,2005,4016941,Personas
19,Nuevo León,0,Estatal,1002000015,Población en hogares familiares,2010,4442561,Personas
19,Nuevo León,0,Estatal,1002000015,Población en hogares familiares,2020,5514838,Personas
19,Nuevo León,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
19,Nuevo León,0,Estatal,1002000016,Población en hogares no familiares,2000,64813,Personas
19,Nuevo León,0,Estatal,1002000016,Población en hogares no familiares,2005,86807,Personas
19,Nuevo León,0,Estatal,1002000016,Población en hogares no familiares,2010,115957,Personas
19,Nuevo León,0,Estatal,1002000016,Población en hogares no familiares,2020,235830,Personas
19,Nuevo León,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
19,Nuevo León,0,Estatal,1002000018,Hogares censales,2000,915404,Hogares censales
19,Nuevo León,0,Estatal,1002000018,Hogares censales,2005,1031637,Hogares censales
19,Nuevo León,0,Estatal,1002000018,Hogares censales,2010,1191114,Hogares censales
19,Nuevo León,0,Estatal,1002000018,Hogares censales,2015,1393542,Hogares censales
19,Nuevo León,0,Estatal,1002000018,Hogares censales,2020,1655256,Hogares censales
19,Nuevo León,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
19,Nuevo León,0,Estatal,1002000019,Hogares con jefatura masculina,2000,765900,Hogares
19,Nuevo León,0,Estatal,1002000019,Hogares con jefatura masculina,2005,846559,Hogares
19,Nuevo León,0,Estatal,1002000019,Hogares con jefatura masculina,2010,958936,Hogares
19,Nuevo León,0,Estatal,1002000019,Hogares con jefatura masculina,2015,1064511,Hogares
19,Nuevo León,0,Estatal,1002000019,Hogares con jefatura masculina,2020,1203712,Hogares
19,Nuevo León,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
19,Nuevo León,0,Estatal,1002000020,Hogares con jefatura femenina,2000,149504,Hogares
19,Nuevo León,0,Estatal,1002000020,Hogares con jefatura femenina,2005,185078,Hogares
19,Nuevo León,0,Estatal,1002000020,Hogares con jefatura femenina,2010,232178,Hogares
19,Nuevo León,0,Estatal,1002000020,Hogares con jefatura femenina,2015,329031,Hogares
19,Nuevo León,0,Estatal,1002000020,Hogares con jefatura femenina,2020,451544,Hogares
19,Nuevo León,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
19,Nuevo León,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.13,Personas
19,Nuevo León,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.99,Personas
19,Nuevo León,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.85,Personas
19,Nuevo León,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.7,Personas
19,Nuevo León,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.48511589748051,Personas
19,Nuevo León,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
19,Nuevo León,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.26,Personas
19,Nuevo León,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.12,Personas
19,Nuevo León,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.98,Personas
19,Nuevo León,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.58914341636538,Personas
19,Nuevo León,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
19,Nuevo León,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.45,Personas
19,Nuevo León,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.37,Personas
19,Nuevo León,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.3,Personas
19,Nuevo León,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.20780256187658,Personas
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1910,100.7,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1921,96.9,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1930,98.9,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1940,100.4,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1950,98,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1960,101.1,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1970,101.2,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1990,99.1,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,1995,99.86,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,2000,99.05,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,2005,99.15,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,2010,99.44,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,2015,98.611524,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000024,Relación hombres-mujeres,2020,99.912147674851,Hombres por cada 100 mujeres
19,Nuevo León,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,96.5778594222688,Porcentaje
19,Nuevo León,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,96.06,Porcentaje
19,Nuevo León,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,97.359040632704,Porcentaje
